1	20050701	3	1	1	60	22080.0
2	20050701	3	1	2	60	20200.0
3	20050701	3	1	2	61	2000.0
4	20050701	3	1	1	61	2208.0
5	20050701	3	1	1	62	1546.0
6	20050701	3	1	2	62	1800.0
7	20050701	3	1	2	65	380.0
8	20050701	3	1	1	65	378.0
9	20050701	3	1	1	66	344.0
10	20050701	3	1	2	66	380.0
11	20050701	3	1	2	67	200.0
12	20050701	3	1	1	67	174.0
13	20050701	3	1	1	68	132.0
14	20050701	3	1	2	68	100.0
15	20050701	3	1	1	69	38.0
16	20050701	3	1	1	71	54.0
17	20050701	3	1	2	71	70.0
18	20050701	3	1	2	73	300.0
19	20050701	3	1	1	73	250.0
20	20050701	3	1	1	74	114.0
21	20050701	3	1	2	74	100.0
22	20050701	3	1	2	76	280.0
23	20050701	3	1	1	76	297.0
24	20050701	3	1	1	77	535.0
25	20050701	3	1	2	77	480.0
26	20050701	3	1	2	78	200.0
27	20050701	3	1	1	78	153.0
28	20050701	3	1	1	80	586.0
29	20050701	3	1	2	80	550.0
30	20050701	3	1	2	81	380.0
31	20050701	3	1	1	81	363.0
32	20050701	3	1	1	82	35.0
33	20050701	3	1	2	82	40.0
34	20050701	3	1	2	83	100.0
35	20050701	3	1	1	83	123.0
36	20050701	3	1	1	84	103.0
37	20050701	3	1	2	84	100.0
38	20050701	3	1	2	85	100.0
39	20050701	3	1	1	85	98.0
40	20050701	3	1	1	87	540.0
41	20050701	3	1	2	87	480.0
42	20050701	3	1	1	89	201.0
43	20050701	3	1	1	90	309.0
44	20050701	3	1	1	91	-247.0
45	20050701	3	1	1	92	412.0
46	20050701	3	1	1	94	214.0
47	20050701	3	1	1	96	12.0
48	20050701	3	2	1	12	23197.0
49	20050701	3	6	1	52	3059.0
50	20050701	3	6	2	52	3200.0
51	20050701	3	6	2	53	2600.0
52	20050701	3	6	1	53	2294.0
53	20050701	3	6	1	56	33968.0
54	20050701	3	6	2	56	27200.0
55	20050701	3	6	2	57	3800.0
56	20050701	3	6	1	57	3186.0
57	20050701	3	6	1	60	16320.0
58	20050701	3	6	2	60	14300.0
59	20050701	3	6	2	61	1600.0
60	20050701	3	6	1	61	1632.0
61	20050701	3	6	1	62	979.0
62	20050701	3	6	2	62	1100.0
63	20050701	3	6	2	63	2400.0
64	20050701	3	6	1	63	1912.0
65	20050701	3	6	1	65	220.0
66	20050701	3	6	2	65	280.0
67	20050701	3	6	2	66	200.0
68	20050701	3	6	1	66	200.0
69	20050701	3	6	1	67	104.0
70	20050701	3	6	2	67	100.0
71	20050701	3	6	2	68	100.0
72	20050701	3	6	1	68	76.0
73	20050701	3	6	1	69	22.0
74	20050701	3	6	1	71	32.0
75	20050701	3	6	2	71	50.0
76	20050701	3	6	2	72	200.0
77	20050701	3	6	1	72	153.0
78	20050701	3	6	1	73	151.0
79	20050701	3	6	2	73	220.0
80	20050701	3	6	2	74	100.0
81	20050701	3	6	1	74	96.0
82	20050701	3	6	1	76	486.0
83	20050701	3	6	2	76	750.0
84	20050701	3	6	2	77	380.0
85	20050701	3	6	1	77	346.0
86	20050701	3	6	1	78	113.0
87	20050701	3	6	2	78	100.0
88	20050701	3	6	2	80	380.0
89	20050701	3	6	1	80	449.0
90	20050701	3	6	1	81	278.0
91	20050701	3	6	2	81	280.0
92	20050701	3	6	2	82	30.0
93	20050701	3	6	1	82	29.0
94	20050701	3	6	1	83	102.0
95	20050701	3	6	2	83	90.0
96	20050701	3	6	2	84	80.0
97	20050701	3	6	1	84	92.0
98	20050701	3	6	1	85	82.0
99	20050701	3	6	2	85	80.0
100	20050701	3	6	2	87	380.0
101	20050701	3	6	1	87	360.0
102	20050701	3	6	1	89	179.0
103	20050701	3	6	1	90	276.0
104	20050701	3	6	1	91	-221.0
105	20050701	3	6	1	92	368.0
106	20050701	3	6	1	94	3642.0
107	20050701	3	6	1	96	8.0
108	20050701	3	6	1	97	98.0
109	20050701	3	6	1	99	45000.0
110	20050701	3	6	1	101	76475.0
111	20050701	3	6	2	101	91800.0
112	20050701	3	7	1	4	76978.0
113	20050701	3	7	1	6	124391.0
114	20050701	3	7	1	7	3556.0
115	20050701	3	7	1	8	2487.0
116	20050701	3	7	1	13	19218.0
117	20050701	3	7	1	14	12687.0
118	20050701	3	7	1	15	23136.0
119	20050701	3	7	1	18	13720.0
120	20050701	3	7	1	19	43720.0
121	20050701	3	7	1	20	13445.0
122	20050701	3	7	1	21	59754.0
123	20050701	3	7	1	22	11887.0
124	20050701	3	7	1	23	4908.0
125	20050701	3	7	1	24	23894.0
126	20050701	3	7	1	28	20246.0
127	20050701	3	7	1	29	175368.0
128	20050701	3	7	1	31	55708.0
129	20050701	3	7	1	32	29228.0
130	20050701	3	7	1	33	28238.0
131	20050701	3	7	1	34	9316.0
132	20050701	3	7	1	35	42697.0
133	20050701	3	7	1	37	33491.0
134	20050701	3	7	1	38	36417.0
135	20050701	3	7	1	39	55708.0
136	20050701	3	7	1	40	29546.0
137	20050701	3	7	1	42	350000.0
138	20050701	3	7	1	43	-830343.5
139	20050701	3	7	1	45	423790.5
140	20050701	3	7	1	46	-25508.0
141	20050701	3	7	1	60	5520.0
142	20050701	3	7	2	60	5000.0
143	20050701	3	7	2	61	480.0
144	20050701	3	7	1	61	497.0
145	20050701	3	7	1	62	331.0
146	20050701	3	7	2	62	380.0
147	20050701	3	7	2	65	90.0
148	20050701	3	7	1	65	81.0
149	20050701	3	7	1	66	74.0
150	20050701	3	7	2	66	80.0
151	20050701	3	7	2	67	40.0
152	20050701	3	7	1	67	38.0
153	20050701	3	7	1	68	29.0
154	20050701	3	7	2	68	30.0
155	20050701	3	7	1	69	8.0
156	20050701	3	7	1	71	9.0
157	20050701	3	7	2	71	30.0
158	20050701	3	7	2	73	80.0
159	20050701	3	7	1	73	57.0
160	20050701	3	7	1	74	86.0
161	20050701	3	7	2	74	100.0
162	20050701	3	7	2	76	60.0
163	20050701	3	7	1	76	71.0
164	20050701	3	7	1	77	128.0
165	20050701	3	7	2	77	100.0
166	20050701	3	7	2	78	40.0
167	20050701	3	7	1	78	39.0
168	20050701	3	7	1	80	143.0
169	20050701	3	7	2	80	100.0
170	20050701	3	7	2	81	90.0
171	20050701	3	7	1	81	89.0
172	20050701	3	7	1	82	9.0
